0,0.26487,-0.34335,-9.81
0.00100327,0.26487,-0.34335,-9.81
0.0029192,0.26487,-0.34335,-9.81
0.00539589,0.26487,-0.34335,-9.81
0.00732374,0.26487,-0.34335,-9.81
0.00885463,0.26487,-0.34335,-9.81
0.0108974,0.26487,-0.34335,-9.81
0.012815,0.26487,-0.34335,-9.81
0.0149448,0.26487,-0.34335,-9.81
0.0168674,0.26487,-0.34335,-9.81
0.0188763,0.26487,-0.34335,-9.81
0.0208821,0.241326,-0.319806,-9.81
0.0229349,0.231908,-0.310388,-9.81
0.0249763,0.228141,-0.306621,-9.81
0.0268486,0.226635,-0.305115,-9.81
0.0289807,0.226032,-0.304512,-9.81
0.0311561,0.249335,-0.327815,-9.81
0.0331872,0.258656,-0.337136,-9.81
0.0353065,0.262384,-0.340864,-9.81
0.0369294,0.263876,-0.342356,-9.81
0.038955,0.264472,-0.342952,-9.81
0.0408559,0.264711,-0.319647,-9.81
0.0433612,0.00973777,0.0220307,-9.81
0.0467162,0.00977594,0.0257574,-9.81
0.0478754,0.0097912,0.0272481,-9.81
0.0489366,0.00979731,0.0278444,-9.81
0.0510316,0.00979975,0.00455239,-9.81
0.0529807,0.00980073,-0.0047644,-9.81
0.0550883,0.00980112,-0.00849112,-9.81
0.0570383,0.00980128,-0.0099818,-9.81
0.0589454,0.00980134,-0.0105781,-9.81
0.0609348,0.00980137,0.0127139,-9.81
0.0631533,0.00980138,0.0220307,-9.81
0.0651426,0.00980138,0.0257574,-9.81
0.0669754,0.00980138,0.0272481,-9.81
0.0688984,0.00980138,0.0278444,-9.81
0.0709271,0.00980138,0.0280829,-9.81
0.0728881,0.00980138,0.0281783,-9.81
0.0748811,0.00980138,0.0282164,-9.81
0.0768592,0.00980138,0.0282317,-9.81
0.0789382,0.00980138,0.0282378,-9.81
0.0810742,-0.0137347,0.00470977,-9.81
0.0831435,-0.0231491,-0.00470145,-9.81
0.0850735,-0.0269148,-0.00846593,-9.81
0.088449,-0.0284211,-0.00997173,-9.81
0.0910802,-0.0290237,-0.010574,-9.81
0.0926621,-0.00572864,0.036246,-9.81
0.0940895,0.00358937,0.054974,-9.81
0.0954792,0.00731658,0.0624652,-9.81
0.097225,0.00880746,0.0654617,-9.81
0.0991182,0.00940381,0.0666603,-9.81
0.101073,0.00964236,0.0436092,-9.81
0.103932,0.00973777,0.0343888,-9.81
0.105862,0.00977594,0.0307007,-9.81
0.10705,0.0097912,0.0292254,-9.81
0.109236,0.00979731,0.0286353,-9.81
0.111408,0.00979975,0.00486876,-9.81
0.113998,0.00980073,-0.00463785,-9.81
0.115216,0.00980112,-0.0084405,-9.81
0.117344,0.00980128,-0.00996155,-9.81
0.119098,0.00980134,-0.01057,-9.81
0.121188,0.00980137,0.0127171,-9.81
0.123271,0.00980138,0.022032,-9.81
0.125026,0.00980138,0.0257579,-9.81
0.127771,0.00980138,0.0272483,-9.81
0.132558,0.00980138,0.0278444,-9.81
0.134944,-0.0137347,0.0280829,-9.81
0.136633,-0.0231491,0.0281783,-9.81
0.139128,-0.0269148,0.0282164,-9.81
0.140715,-0.0284211,0.0282317,-9.81
0.143081,-0.0290237,0.0282378,-9.81
0.144684,-0.00572864,0.0282403,-9.81
0.148426,0.00358937,0.0282412,-9.81
0.150534,0.00731658,0.0282416,-9.81
0.15206,0.00880746,0.0282418,-9.81
0.154484,0.00940381,0.0282418,-9.81
0.157034,0.00964236,0.0517723,-9.81
0.165792,0.00973777,0.0611845,-9.81
0.1686,0.00977594,0.0649494,-9.81
0.172135,0.0097912,0.0664554,-9.81
0.174714,0.00979731,0.0670578,-9.81
0.17609,0.0333358,0.0437682,-9.81
0.177356,0.0427512,0.0344524,-9.81
0.181263,0.0465173,0.0307261,-9.81
0.182972,0.0480238,0.0292356,-9.81
0.186152,0.0486264,0.0286394,-9.81
0.188326,0.0253314,0.0284009,-9.81
0.191217,0.0160134,0.0283055,-9.81
0.192707,0.0122862,0.0282673,-9.81
0.195224,0.0107953,0.0282521,-9.81
0.198673,0.010199,0.0282459,-9.81
0.201605,0.0334965,0.0282435,-9.81
0.203388,0.0428155,0.0282425,-9.81
0.205454,0.0465431,0.0282421,-9.81
0.208196,0.0480341,0.028242,-9.81
0.209979,0.0486305,0.00471144,-9.81
